disease,phrase,count
pleural thickening,"left upper hemithorax, right lung apex",1
pleural thickening,"bilateral apical pleura, right greater than left",1
pleural thickening,left costophrenic angle adjacent,1
pleural thickening,right costophrenic sinus,1
pleural thickening,left chest wall and left apex,1
pleural thickening,peripheral,1
pleural thickening,bilateral bases,1
pleural thickening,bilateral pleural apices,1
pleural thickening,"left 3rd posterior rib, left 7th and 8th posterolateral ribs",1
pleural thickening,right mid lateral hemithorax,1
pleural thickening,left apical medial pleura,1
pleural thickening,left basal pleura,1
pleural thickening,left lower thorax,1
pleural thickening,right apex along lateral border adjacent to right shoulder,1
pleural thickening,bilateral lung apices (right slightly more pronounced),1
pleural thickening,left lateral lung base,1
pleural thickening,right mid lateral pleura,1
pleural thickening,"bilateral apices, more pronounced on the right",1
pleural thickening,bilateral chest,1
pleural thickening,right apical region,1
pleural thickening,"left pleura, bilateral apical pleura",1
pleural thickening,left lateral costophrenic sulcus,1
pleural thickening,lateral costophrenic sulcus,1
pleural thickening,lower lateral left pleura,1
pleural thickening,bilateral laterally,1
pleural thickening,right lateral rib,1
pleural thickening,right costal pleura,1
pleural thickening,right perihilar peribronchial,1
pleural thickening,left posterior pleura,1
pleural thickening,"right lateral 3rd, 4th, 5th, 6th ribs overlying",1
pleural thickening,right upper pleural (costal and mediastinal surfaces),1
pleural thickening,bilateral lateral pleura,1
pleural thickening,right greater than left,1
pleural thickening,right inferolateral pleural and left base,1
pleural thickening,bilateral biapical (left greater than right),1
pleural thickening,right chest wall,1
pleural thickening,right apical pleural base,1
pleural thickening,inferior right hemithorax,1
pleural thickening,right base laterally,1
pleural thickening,behind lower sternum,1
pleural thickening,"biapical, left greater than right",1
pleural thickening,right hemidiaphragm,1
pleural thickening,right mid-to-lower lung,1
pleural thickening,right hemidiaphragm posterior,1
pleural thickening,bilateral lung apex,1
pleural thickening,left lateral costophrenic angle,1
pleural thickening,bilateral pleural and diaphragm,1
pleural thickening,medial right lung apex,1
pleural thickening,pleura,1
pleural thickening,left-sided lateral ribs,1
pleural thickening,lateral biapical regions (left greater than right),1
pleural thickening,left posterior costophrenic sulcus,1
pleural thickening,anterior minor fissure,1
pleural thickening,left cp angle,1
pleural thickening,each lung apex (greater on the right than left),1
pleural thickening,biapical right,1
pleural thickening,apices bilaterally,1
pleural thickening,left upper chest wall area,1
pleural thickening,adjacent to left lateral rib,1
pleural thickening,right mid and lower lung lateral,1
pleural thickening,lateral right chest wall,1
pleural thickening,right upper lung region,1
pleural thickening,bilateral lateral pleural,1
pleural thickening,left-sided,1
pleural thickening,bilateral peritracheal stripe in the upper mediastinum,1
pleural thickening,right posterior costodiaphragmatic angle,1
pleural thickening,right upper lobe minor fissure,1
pleural thickening,left greater than right bilateral pleural surfaces,1
pleural thickening,left base,1
pleural thickening,right costophrenic sulcus,1
pleural thickening,this region,1
pleural thickening,right lateral bases of hemithorax,1
pleural thickening,left costophrenic angles,1
pleural thickening,left mid lung,1
pleural thickening,posterior left or right lung base,1
pleural thickening,left posterobasal hemithorax,1
pleural thickening,bilateral pleural plaques,1
pleural thickening,apical pleura (right more prominent),1
pleural thickening,bilateral apices (right more prominent),1
pleural thickening,right base medially and retrocardiac area,1
pleural thickening,left-sided pleural plaques,1
pleural thickening,right lower costal pleural margin,1
pleural thickening,right apical pleural margin,1
pleural thickening,local,1
pleural thickening,bilateral pleural regions,1
pleural thickening,left lateral costal pleural margin,1
pleural thickening,bilateral apical margins (right predominance),1
pleural thickening,"left pleura, extending to apex",1
pleural thickening,left lateral diaphragmatic pleura,1
pleural thickening,left lower lateral costal pleural surface,1
pleural thickening,lateral right apex,1
pleural thickening,left lung base laterally,1
pleural thickening,bilateral costal pleural margins,1
pleural thickening,left costal pleural surface and left major fissure,1
pleural thickening,left pleural space,1
pleural thickening,right mid to lower pleura,1
pleural thickening,right anterior pleura,1
pleural thickening,right and left apical,1
pleural thickening,bilateral apical lateral,1
pleural thickening,"left lower costal pleural margin, anterolateral left 6th rib level",1
pleural thickening,basal pleura,1
pleural thickening,inferolateral right pleura,1
pleural thickening,left greater than right biapical pleura,1
pleural thickening,left hemidiaphragm,1
pleural thickening,adjacent to prior rib fractures,1
pleural thickening,right upper lateral pleura,1
pleural thickening,left lateral costal pleural surface,1
pleural thickening,right lateral costal pleural margin,1
pleural thickening,lung bases,1
pleural thickening,bilateral pleural margins,1
pleural thickening,left basal lateral pleura,1
pleural thickening,pleural areas,1
pleural thickening,left rib adjacent pleura,1
pleural thickening,right lung base and both lung apices,1
pleural thickening,diffuse,1
pleural thickening,lateral persistent pleural space,1
pleural thickening,bilateral apices (right greater than left),1
pleural thickening,left costophrenic sinus,1
pleural thickening,visceral pleura,1
pleural thickening,left-sided pleura,1
pleural thickening,right base pleura,1
pleural thickening,left lateral lung,1
pneumonia,none,949
pneumonia,left lower lobe,528
pneumonia,right lower lobe,404
pneumonia,right middle lobe,145
pneumonia,right upper lobe,144
pneumonia,right lung base,134
pneumonia,left lung base,100
pneumonia,left base,78
pneumonia,left upper lobe,57
pneumonia,right base,56
pneumonia,right lung,55
pneumonia,multifocal,52
pneumonia,retrocardiac,47
pneumonia,bilateral lungs,40
pneumonia,right lower lung,39
pneumonia,retrocardiac region,38
pneumonia,lingula,38
pneumonia,left basilar,37
pneumonia,bilateral bases,36
pneumonia,bilateral,35
pneumonia,right basilar,34
pneumonia,right mid lung,32
pneumonia,bibasilar,27
pneumonia,left lung,25
pneumonia,lung bases,23
pneumonia,left lower lung,22
pneumonia,bilateral lower lobes,22
pneumonia,left mid lung,22
pneumonia,lower lobe,21
pneumonia,right upper lung,20
pneumonia,bilateral lung bases,20
pneumonia,lower lungs,18
pneumonia,bilateral basilar regions,18
pneumonia,right basal,17
pneumonia,lower lung,15
pneumonia,right middle and lower lobe,14
pneumonia,bilateral basilar,14
pneumonia,bilateral basal regions,14
pneumonia,bilateral lower lobe,13
pneumonia,right mid to lower lung,12
pneumonia,left retrocardiac,12
pneumonia,lower lobes,12
pneumonia,right infrahilar,11
pneumonia,left perihilar,11
pneumonia,right infrahilar region,11
pneumonia,multifocal lungs,11
pneumonia,left retrocardiac region,11
pneumonia,right mid and lower lung,10
pneumonia,basilar,9
pneumonia,left mid and lower lung,9
pneumonia,left basal,8
pneumonia,left lingula,8
pneumonia,lingular lobe,8
pneumonia,right middle lobe and left lower lobe,7
pneumonia,right middle and lower lobes,7
pneumonia,lingular,7
pneumonia,both lung bases,7
pneumonia,right medial lung base,6
pneumonia,left infrahilar region,6
pneumonia,lingular segment,6
pneumonia,left lingular lobe,6
pneumonia,left,5
pneumonia,left heart border,5
pneumonia,left lung bases,5
pneumonia,right lung base medially,5
pneumonia,right upper lobe and right lower lobe,5
pneumonia,left lingular segment,5
pneumonia,bilateral lower lungs,5
pneumonia,right,5
pneumonia,right perihilar region,4
pneumonia,bilateral lung parenchyma,4
pneumonia,right middle lobe and right lower lobe,4
pneumonia,right perihilar,4
pneumonia,right costophrenic angle,4
pneumonia,bilateral lower lung,4
pneumonia,right lower lobe medial,4
pneumonia,right lower lobe superior segment,4
pneumonia,medial right lower lobe,4
pneumonia,posterior left lower lobe,4
pneumonia,bilateral basal,4
pneumonia,bilateral perihilar,4
pneumonia,lower thoracic spine,4
pneumonia,right and left lower lobes,4
pneumonia,"right middle lobe, left lower lobe",4
pneumonia,left mid lung field,4
pneumonia,left lower lobe retrocardiac,4
pneumonia,left mid to upper lung,3
pneumonia,right heart border,3
pneumonia,left lower lobe superior segment,3
pneumonia,right lower lobe and right middle lobe,3
pneumonia,right hilar,3
pneumonia,right basal parenchyma,3
pneumonia,bilateral basal areas,3
pneumonia,right lower lung zone,3
pneumonia,lingula and left lower lobe,3
pneumonia,bilateral multifocal,3
pneumonia,right mid-to-lower lung,3
pneumonia,posterior lung base,3
